company,source,title,desc,date,link,detailed_content,investing_in_solarparks
Enrego,Construction Week Online,DEWA inaugurates $75m substation at MBR Solar Park,"The $74.8m substation is one of the first projects of the Mohammed bin Rashid Al Maktoum Solar Park, it will transmit and transform...",21 Dec 2016,https://www.constructionweekonline.com/projects-tenders/article-42352-dewa-inaugurates-75m-substation-at-mbr-solar-park,Article `download()` failed with 403 Client Error: HTTP Forbidden for url: https://www.constructionweekonline.com/projects-tenders/article-42352-dewa-inaugurates-75m-substation-at-mbr-solar-park on URL https://www.constructionweekonline.com/projects-tenders/article-42352-dewa-inaugurates-75m-substation-at-mbr-solar-park,False
HIH Invest,IPE Reference Hub,HIH Invest Buys Solar Park in Southern Spain,HIH Invest Real Estate (“HIH Invest”) just acquired the Alcalá solar park in Seville province in southern Spain.,5 days ago,https://hub.ipe.com/asset-manager/hih-invest-real-estate-/hih-invest-buys-solar-park-in-southern-spain/10074483.supplierarticle,"This is premium content

You are not logged in, or register to request access.

Please note: If you had prior access to this content you may need to sign in again.",False
HIH Invest,IPE Real Assets,HIH Invest buys solar park in Southern Spain,HIH Invest Real Estate has acquired a 15.1MWp solar park in southern Spain from BayWa re for an unspecified amount.,21 Mar 2024,https://realassets.ipe.com/news/hih-invest-buys-solar-park-in-southern-spain/10072345.article,"HIH Invest Real Estate has acquired a 15.1MWp solar park in southern Spain from BayWa re for an unspecified amount.

The European real assets manager said it has acquired the Alcalá solar park in Seville province on behalf of the HIH Green Energy Invest fund.

HIH Invest said BayWa re will also handle the technical and commercial management of the solar park for the long term.

André Rolff, head of transaction management international at HIH Invest, said: “We acquired the solar park along with an existing virtual power purchase agreement for an initial term of ten years, which was signed with Boston Scientific, a major US medical technology vendor.”

Alexander Eggert, managing director of HIH Invest, said: “With the acquisition of the Alcalá solar park, we are enlarging the portfolio further while optimising its regional and technical diversification at the same time. The conditions on the ground in the sun-blessed province of Seville combine with the use of yield-optimised system components to provide optimal parameters for a high-yield energy production.

”By investing in HIH Green Energy Invest, our clients actively contribute to the energy transition while the fund will pay them about 7% in returns on investment.”

HIH Green Energy Invest, a €750m Article 9 fund under the EU Sustainable Finance Disclosure Regulation, focuses on existing and ready-for-construction photovoltaics and wind power plants in Germany, France, Italy and Spain.

The manager said the fund will also consider investments in the Benelux countries, the UK, Ireland, Poland, Portugal, and the Nordics.

To read the latest IPE Real Assets magazine click here.",True
HIH Invest,www.cash-online.de,HIH Invest steigert Multi Manager Business auf über zehn Milliarden Euro,Die HIH Invest Real Estate hat im zweiten Quartal 2023 das Volumen ihres Geschäftsbereichs Multi Manager Business (MMB) kräftig ausgebaut.,31 Jul 2023,https://www.cash-online.de/a/hih-invest-steigert-multi-manager-business-auf-ueber-zehn-milliarden-euro-655652/,"Im zweiten Quartal hat der Bereich Investoren mit Mandaten von circa vier Milliarden Euro Gesamtvolumen als Neukunden hinzugewonnen, teilt HIH Invest mit. Damit wachse das Geschäftsfeld Multi Manager Business auf über zehn Milliarden Euro an.

„Institutionelle Investoren stehen am Ende der Niedrigzinsphase vor der Aufgabe, ihre Anlagen in Immobilien und anderen Alternatives wetterfest zu machen. Im Mittelpunkt steht dabei die Stabilität der Portfolien. Wir können beispielsweise Auf- und Abwertungseffekte in den Portfolien ausbalancieren oder stille Reserven gezielt schaffen beziehungsweise auflösen. Mit Dachfondslösungen sind Investoren zudem in der Lage, die Höhe und den Zeitpunkt der Ausschüttungen passgenau festzulegen und damit Ergebnisse zu steuern“, erklärt Alexander Eggert, Geschäftsführer der HIH Invest, die hohe Nachfrage.

Unter anderem Stresstests nachgefragt

Mit den Lösungen des Geschäftsbereichs Multi Manager Business können institutionelle Investoren ihre gesamte Kapitalanlage bestehend aus Immobilien-Zielfonds, Zielfonds anderer Assetklassen wie Erneuerbare Energien und Infrastruktur oder auch Immobilien-Direktbeständen nach individuellen Bedürfnissen und Anforderungen bündeln, so HIH Invest. Das Leistungsspektrum reicht demnach von der Entwicklung und Überprüfung der Anlagestrategie, der Portfolio- und Assetanalyse des Bestandes, der Erstellung von ESG-Reportings für Dachfonds, der Auswahl, Prüfung und Zeichnung von Zielfonds bis zur Übernahme der Interessenvertretung in Anlageausschüssen. Das MMB-Angebot richtet sich vor allem an Versorgungs- und Altersvorsorgeeinrichtungen, Versicherungen, Pensionskassen, Sparkassen und Banken.

„Aktuell werden neben den klassischen Managementleistungen etwa Portfolioanalysen, Stresstests oder Allokationsberatungen besonders nachgefragt“, berichtet Katharina Hopp, Head of Multi Manager Business der HIH Invest. „Zentral für unsere Kunden sind auch die umfassenden Reporting-Leistungen.“",False
HIH Invest,Renewables Now,HIH Invest buys 25-MW wind farm in Germany for its green energy fund,"HIH Invest Real Estate has acquired a 25-MW wind farm in Germany from German project developer Energiequelle GmbH, adding the asset to its...",7 Mar 2024,https://renewablesnow.com/news/hih-invest-buys-25-mw-wind-farm-in-germany-for-its-green-energy-fund-850792/,Article `download()` failed with 403 Client Error: Forbidden for url: https://renewablesnow.com/news/hih-invest-buys-25-mw-wind-farm-in-germany-for-its-green-energy-fund-850792/ on URL https://renewablesnow.com/news/hih-invest-buys-25-mw-wind-farm-in-germany-for-its-green-energy-fund-850792/,False
HIH Invest,IPE Reference Hub,HIH Invest Acquires Day Nursery in Bremen,HIH Invest Real Estate (“HIH Invest”) just acquired a new day nursery (daycare centre) for its “HIH Zukunft Invest” open-ended institutional...,26 Jul 2023,https://hub.ipe.com/asset-manager/hih-invest-real-estate-/hih-invest-acquires-day-nursery-in-bremen/10074507.supplierarticle,"This is premium content

You are not logged in, or register to request access.

Please note: If you had prior access to this content you may need to sign in again.",False
HIH Invest,www.cash-online.de,HIH Invest steigert institutionelles Geschäft deutlich,"HIH Invest hat die Assets under Management um circa 3,4 auf 22,3 Milliarden Euro gesteigert. Ein Geschäftsfeld wächst besonders stark.",28 Feb 2024,https://www.cash-online.de/a/hih-invest-steigert-institutionelles-geschaeft-deutlich-670326/,"Der Investmentmanager HIH Invest Real Estate (HIH Invest) hat die Assets under Management (AuM) um circa 3,4 Milliarden Euro auf 22,3 Milliarden Euro gesteigert. Die Zahl der betreuten institutionellen Investoren wuchs von 261 auf 278. Ein Geschäftsfeld wächst besonders stark.

Das Geschäft mit Immobilienfonds wuchs um über 500 Millionen Euro auf circa 16 Milliarden Euro, teilt das Unternehmen mit. Die Mandate des Managers wiesen demnach im vergangenen Geschäftsjahr mit einem sehr hohen Vermietungsstand eine Fonds-Performance von durchschnittlich mehr als fünf Prozent pro Jahr auf.

„Im Jahr 2023 konnten wir für über 500 Millionen Euro Opportunitäten auf deutlich höherem Renditeniveau für unsere Investoren erwerben“, sagt Felix Meyen, Geschäftsführer der HIH Invest. Die starke Durchschnittsperformance der Fonds werde jedoch auch bei HIH Invest von Abwertungen in Fonds jüngeren Auflagedatums getrübt. „Hochrentierliche antizyklische Investments werden auch im Jahr 2024 die Aktivitäten für unsere Investoren bestimmen. Neben Investments in den Nutzungsarten Wohnen und Logistik werden den gegen den Trend handelnden Investoren auch ausgewählte Chancen im Bereich der Büro- und Healthcare-Immobilien Freude bereiten“, so Meyen weiter.

Mit einer Steigerung des Volumens um über drei Milliarden Euro trug das Dach-/Masterfonds- und Bündelungsgeschäft der HIH Invest wesentlich zum Wachstum bei. Neben Immobilieninvestments wurde die Angebotspalette im Bereich der Bündelung um die ganze Breite der Alternativen Investments, Infrastruktur, Erneuerbare Energien und Private Equity, erweitert.

„Im Jahr 2023 haben wir insgesamt Mandatsaufträge für etwa 4,5 Milliarden Euro erhalten, womit das Geschäftsvolumen im Multi Manager Business auf über elf Milliarden Euro angestiegen ist. Auch die ersten Monate des aktuellen Jahres bestätigen den Trend, so dass wir mit einem Wachstum auf über 15 Milliarden Euro in diesem Segment für das Jahr 2024 rechnen“, wird Alexander Eggert, ebenfalls Geschäftsführer der HIH Invest, in der Mitteilung zitiert.

Im Jahr 2024 will das Unternehmen das Geschäftsvolumen auf 25 Milliarden Euro zu steigern. Die Zahl der Mitarbeitenden in der Gruppe stieg im Jahresverlauf von 838 auf 872 zum 31. Dezember 2023.",False
HIH Invest,immobilienmanager,HIH Invest erwirbt Bürogebäude in Osnabrück,Die HIH Invest Real Estate sichert sich eine DGNB-Platin-zertifizierte Büroimmobilie mit über 3.000 Quadratmetern Mietfläche in...,15 Aug 2023,https://www.immobilienmanager.de/osnabrueck-hih-invest-erwirbt-buerogebaeude-15082023,"Die angekaufte Liegenschaft befindet sich im rund neun Hektar großen Wohn- und Wissenschaftspark Osnabrück im Stadtteil Westerberg. (Quelle: Dohnen-Luftbilder360.de)

Die HIH Invest Real Estate sichert sich eine DGNB-Platin-zertifizierte Büroimmobilie mit über 3.000 Quadratmetern Mietfläche in Osnabrück-Westerberg.

HIH Invest hat ein Bürogebäude in der Albert-Einstein-Straße 2 im niedersächsischen Osnabrück erworben. Das mit DGNB Platin zertifizierte Bürogebäude mit Baujahr 2014 verfügt über 3.222 Quadratmeter Gesamtmietfläche, verteilt auf drei Vollgeschosse. Hinzu kommen 90 PKW-Stellplätze sowie fünf Ladesäulen für Elektroautos mit jeweils zwei Ladepunkten. Eine Photovoltaik-Anlage auf dem Dach deckt nahezu den gesamten Stromverbrauch des Gebäudes ab.

Verkäufer ist die PBR Planungsbüro Rohling AG, die ihren Hauptsitz per Triple-Net-Mietvertrag mit 15 Jahren Laufzeit zurückmietet. Das Architektur- und Ingenieurbüro plant seit 1960 bundesweit mit über 500 Mitarbeiterinnen und Mitarbeitern Bauvorhaben im öffentlichen und privaten Sektor.

Das Objekt wurde für den Spezial-AIF ""Deutschland Selektiv Immobilien Invest II"" erworben. Die rechtliche und steuerliche Ankaufsprüfung hat die Kanzlei Baker Tilly durchgeführt, die technische Due Diligence stammt von Drees & Sommer. Als Makler war Lütgen Breiholdt Immobilien tätig.

Auch interessant:",False
HIH Invest,DEAL - Magazine,24.05.2023 Regensburg: FONDSGRUND kauft Büroobjekt der Real I.S für die HIH,Der Hamburger Investment- und Assetmanager FONDSGRUND Investment hat für die HIH Invest Real Estate und einen Club deutscher...,24 May 2023,http://www.deal-magazin.com/news/125295/Regensburg-FONDSGRUND-kauft-Bueroobjekt-der-Real-IS-fuer-die-HIH,"Der Hamburger Investment- und Assetmanager FONDSGRUND Investment hat für die HIH Invest Real Estate und einen Club deutscher institutioneller Investoren die Büroimmobilie „Netzwerk“ in Regensburg erworben. Das 2011 errichtete Headquarter umfasst rd. 28.500 m² Bürofläche und 600 Stellplätze. Das Objekt ist DGNB-Platin zertifiziert und langfristig an den überregionalen Netzbetreiber Bayernwerk Netz GmbH, eine einhundertprozentige Tochter von E.ON, vermietet. Verkäuferin ist die Real I.S. aus München.„Das NETZWERK ist ein konjunkturunabhängiges Infrastrukturinvestment mit einem langfristig gesicherten Cashflow und hohen ESG-Standards wie z.B. der Wärmeerzeugung über Geothermie. Der Fonds wird nach Artikel 8 der Offenlegungsverordnung ausgestaltet“, sagt Dietrich Wittenberg, Managing Partner von FONDSGRUND. „Die renditesensiblen Anleger fokussieren im Moment klar auf ertragsstarke Investments, die einen entsprechenden Renditespread zu inzwischen höherverzinslichen Staatsanleihen aufweisen.“„Wir freuen uns gemeinsam mit der HIH Invest dieses erstklassige Investment strukturiert zu haben. Im Segment Multi-Manager Business der HIH werden wir das Assetmanagement Mandat für die Investoren übernehmen. Die Umsetzung der Transaktion war durch Professionalität und hohes Vertrauen der Partner und Investoren geprägt.“ ergänzt Matthias Bulir, Managing Partner bei FONDSGRUND.FONDSGRUND wurden in der Transaktion rechtlich-steuerlich von GSK Stockmann und in der technischen und ESG-Due Diligence von Cushman & Wakefield acht+ beraten. BNP München vermittelte die Transaktion.Für das Jahr 2023 plant FONDSGRUND antizyklisch ein Transaktionsvolumen von 400 Mio. Euro.„Regensburg besticht durch eine hohe Wirtschaftskraft mit breit gefächerter Flächennachfrage, der fast keine Angebotsreserve gegenübersteht. Der Standort Lilienthalstraße hat sich insbesondere aufgrund der hervorragenden Verkehrsanbindung über viele Jahre als begehrte und hochwertige Bürolage neben der Innenstadt etabliert“, erklärt Stefanie Wicke, Senior Fund Manager der HIH Invest.„Mit der BayernWerk Netz GmbH haben wir einen langfristigen und bonitätsstarken Mieter auf diesen flexiblen Flächen, die Immobilie ist eines der hochwertigsten Bürogebäude Regensburgs. Wir konnten das Objekt zu einem angemessenen Einstandsfaktor erwerben und unseren Investoren damit eine profitable Ausschüttungsrendite in Aussicht stellen“, erläutert Alexander Eggert, Geschäftsführer der HIH Invest, den Ankauf.„Wir haben das ‚NETZWERK‘ 2011 erworben und die Immobilie planmäßig entwickelt. Mit dem Verkauf folgt nun das Desinvestment im Rahmen unserer langfristigen Investmentstrategie und im Sinne unserer Anleger“, kommentiert Axel Schulz, Global Head of Investment Management bei der Real I.S. AG.Die Immobilie wurde von BNP Paribas Real Estate GmbH vermittelt. Die rechtliche Beratung der Real I.S. erfolgte durch GÖRG Hamburg. Technisch berieten Experten von BRAND BERGER aus München.",False
HIH Invest,http://www.cash-online.de/,HIH Invest sammelt Mandate für Dachfonds & Co.,Der Asset Manager HIH Invest Real Estate hat seinen Geschäftsbereich Multi Manager Business (MMB) kräftig ausgebaut. Weiterlesen.,26 Apr 2023,https://www.cash-online.de/a/hih-invest-sammelt-mandate-fuer-dachfonds-co-648285/,"Das zehnköpfige MMB-Team unter der Leitung von Katharina Hopp hat die Assets under Management im Geschäftsjahr 2022 um 1,2 Milliarden Euro auf 5,4 Milliarden Euro gesteigert, teilt HIH Invest mit. Auch 2023 hält der Wachstumstrend an: Im ersten Quartal sind die Assets under Management weiter gestiegen auf mittlerweile 6,2 Milliarden Euro. Zudem laufen Verhandlungen für weitere neue Mandate, so HIH Invest. Insgesamt seien inzwischen über 70 externe Asset Manager und sechs unterschiedliche Verwahrstellen angebunden worden.

Das Leistungsspektrum im Multi Manager Business umfasst die Administration von Dach- oder Masterfonds ebenso wie Bereiche des Risiko- und Fondsmanagements, so HIH Invest. Management- und Beratungsleistungen reichen demnach von der Entwicklung und Überprüfung der Anlagestrategie, der Portfolio- und Objektanalyse des gesamten Immobilienbestandes, der Erstellung eines ESG-Reports, der Auswahl, Prüfung und Zeichnung von Zielfonds bis zur Übernahme der Interessenvertretung in Anlageausschüssen. Die Lösungen des Multi Manager Business richten sich besonders an berufsständische Versorgungseinrichtungen, Altersvorsorgeeinrichtungen, Sparkassen und Genossenschaftsbanken.

Wachsende Bedeutung der Assetklasse Infrastruktur

„Wir sehen eine verstärkte Nachfrage nach Dachfonds- und Bündelungslösungen, denn damit können unsere Kunden schwierige Situationen besser auffangen und ihre Bilanzen, zum Beispiel durch den gezielten Abbau von stillen Reserven, individuell steuern“, erklärt Katharina Hopp. Darüber hinaus ermöglichten Dachfondslösungen dem Investor eine effiziente Ausschüttungspolitik; die Höhe und der Zeitpunkt der Ausschüttung könne individuell festgelegt werden. „Wir richten gemeinsam mit den Kunden die Strategien neu aus und schichten Portfolien um. So können etwa in Masterfonds Risikopotenziale einzelner Fonds von den überschüssigen Risikodeckungsmassen anderer Fonds aufgefangen werden“, so die Chefin des Multi Manager Business weiter.

Bei fünf der neuen MMB-Mandate hat das Team Infrastruktur-Zielfonds unterschiedlicher Anbieter gebündelt. „Hierbei spiegelt sich die wachsende Bedeutung der Assetklasse Infrastruktur für institutionelle Anleger wider. Seit einiger Zeit registrieren wir eine verstärkte Nachfrage nach Infrastrukturanlagen und beobachten die Investmentangebote in diesem Bereich sehr genau. Auch bei den eigenen Fondsprodukten hat die HIH Invest auf die Bedürfnisse ihrer Kunden reagiert und 2022 einen Fonds aufgelegt, der in Onshore-Windkraft und Photovoltaik investiert“, erläutert Alexander Eggert, Geschäftsführer der HIH Invest.",False
HIH Invest,www.cash-online.de,KGAL erwirbt Mehrheit an polnischer Solar- und Wind-Projektpipeline,Die KGAL Investment Management gründet für ihren Fonds ESPF 5 ein Joint Venture mit dem polnischen Projektentwickler Lasuno. Weiterlesen.,9 May 2023,https://www.cash-online.de/a/kgal-erwirbt-mehrheit-an-polnischer-solar-und-wind-projektpipeline-649362/,"Die KGAL Investment Management gründet für ihren Fonds ESPF 5 ein Joint Venture mit dem polnischen Projektentwickler Lasuno, um im ersten Schritt gemeinsam vier Solarparks mit einer Gesamtleistung von über 200 Megawatt (MW) zu entwickeln.

Die Pipeline soll in weiteren Schritten mit Solar- und auch Windprojekten ausgebaut werden. Die ersten Solarparks werden voraussichtlich Ende 2025 die Baureife erreichen, teilt KGAL mit. Der Bau von 200 MW Nennleistung Photovoltaik dürfte nach den üblichen Kostensätzen einem Investitionsvolumen in der Größenordnung zwischen 200 und 300 Millionen Euro entsprechen.

Polen hat KGAL zufolge in jüngster Zeit bemerkenswerte Erfolge dabei erzielt, mit regulatorischen und finanziellen Fördermechanismen die Energiewende voranzutreiben. Der Anteil von Braun- und Steinkohle an der Stromerzeugung – derzeit noch mehr als 70 Prozent – sinkt. Im Gegenzug wächst der Photovoiltaik-Markt so schnell wie in kaum einem anderen europäischen Land, die Solarstrom-Kapazitäten sind in den vergangenen sechs Jahren von nur 0,2 auf 10,7 Gigawatt gestiegen, so KGAL

„Die KGAL ist wegen der attraktiven Rahmenbedingungen für erneuerbare Energien seit 2019 in Polen aktiv. Erstens überzeugt das Renditepotenzial im Nachbarland, zweitens können wir mit unseren Solar- und Windkraftanlagen einen besonders großen Impact erzielen, wenn wir CO2-intensive Stromproduktion ersetzen“, sagt Michael Ebner, Geschäftsführer der KGAL Investment Management.

Viertes Plattforminvestment

Am Joint Venture wird der KGAL ESPF 5 die Mehrheit halten, Lasuno zeichnet für Entwicklung und Management der Projekte verantwortlich. Die polnische Pipeline besteht den Angaben zufolge aktuell aus vier großen Solar-Projekten im Norden und Westen des Landes, die sich in der Frühphase befinden. Drei der Standorte sind zudem auch für Windparks geeignet. Das Joint Venture plant, diese und weitere gemeinsame Projekte in den kommenden Jahren sukzessive bis zur Baureife zu entwickeln. Ausgewählte Assets könne der KGAL ESPF 5 in sein Portfolio übernehmen.

Das Joint Venture mit Lasuno ist bereits das vierte sogenannte Plattforminvestment des KGAL ESPF 5. Dabei erwirbt der Fonds nicht ein einzelnes Asset, sondern beteiligt sich an einer kompletten Pipeline. Auf diese Weise erhalte der Fonds mit nur einer Transaktion Zugang zu einer Vielzahl an Projekten und ist bereits zu Beginn der Entwicklungsphase an der Wertschöpfung beteiligt.

„Die bisherigen Plattforminvestments des KGAL ESPF 5 in Deutschland, Italien und Spanien haben einen wesentlichen Anteil daran, dass unser Impact-Fonds seit Start Ende 2021 seine Renditeerwartungen deutlich übertroffen hat“, sagt Florian Martin, Geschäftsführer der KGAL Investment Management.",True
HIH Invest,Logistik Heute,LogPark Leipzig: HIH Invest und Partners Group planen zwei flexibel nutzbare Business-Parks,HIH Invest Real Estate (HIH Invest) und die Partners Group wollen auf dem Gelände des LogPark Leipzig zwei Business-Parks mit insgesamt...,3 Apr 2024,https://logistik-heute.de/news/logpark-leipzig-hih-invest-und-partners-group-planen-zwei-flexibel-nutzbare-business-parks-100320.html,"Nachdem HIH Invest Real Estate und Partners Group den LogPark Leipzig erworben haben, wollen sie diesen weiterentwickeln. (Bild: HiH)",False
HIH Invest,immobilienmanager,Leipzig: LBBW finanziert Logpark für HIH Invest,Die LBBW stellt der HIH Invest einen Kredit in Höhe von 60 Millionen Euro für den Ankauf eines Logistikparks in Leipzig zur Verfügung.,3 Apr 2024,https://www.immobilienmanager.de/leipzig-lbbw-finanziert-logpark-fuer-hih-invest-03042024,"Auf dem „Logpark“-Areal sollen zwei Neubauten mit rund 30.000 Quadratmeter Logistik- und Gewerbeflächen entstehen. (Quelle: HIH Invest)

Die LBBW stellt der HIH Invest einen Kredit in Höhe von 60 Millionen Euro für den Ankauf eines Logistikparks in Leipzig zur Verfügung.

Die Landesbank Baden-Württemberg (LBBW) hat mit der HIH Invest Real Estate eine Finanzierung für den Ankauf in Höhe von 60 Millionen Euro für den „Logpark Leipzig“ abgeschlossen. Die Kreditlaufzeit beträgt fünf Jahre. Verkäuferin des Logistikzentrums ist die Demire Deutsche Mittelstand Real Estate AG – der Deal wurde bereits im Dezember 2023 bekanntgegeben (wir berichteten).

Die Mietfläche des Objekts umfasst über 165.000 Quadratmeter, was rund 23 Fußballfeldern entspricht. Das Areal befindet sich im Leipziger Norden und profitiert von seiner innenstadtnahen Lage. Zu den Hauptmietern zählen Unternehmen wie Amazon, das E-Commerce-Center Momox sowie der Veranstaltungsdienstleister Neumann & Müller.

Transformationsstrategie für den Logpark Leipzig

Das ehemalige Quelle-Versandzentrum stammt aus dem Jahr 1992 und soll in den kommenden fünf Jahren baulich und energetisch fortentwickelt werden. Die HIH Invest will mit ihrem Joint-Venture-Partner, der Partners Group, die Transformationsstrategie der Demire fortsetzen. Vier Bestandsgebäude sollen abgerissen und durch zwei „Businessparks“ mit insgesamt circa 30.000 Quadratmetern Mietfläche ersetzt werden. Ab 2025 sollen die neuen Logistik- und Gewerbeflächen mit 950 bis 5.000 Quadratmeter Mietfläche pro Einheit entstehen.

„Unser Ziel ist es, den Logpark langfristig für neue und bestehende Mieter attraktiver zu gestalten“, kommentiert Maximilian Tappert, Head of Transaction Management Logistics bei der HIH Invest. „Unser Vermietungskonzept für die freien Flächen in den beiden neuen Businessparks ist sehr flexibel gestaltet, da die Einheiten bereits ab rund 950 Quadratmetern vermietet werden. Kleinere Logistik- und Gewerbeflächen in dieser Größenordnung sind im Großraum Leipzig sehr stark nachgefragt, somit richtet sich unser Angebot an ein breites Spektrum von potenziellen Mietern.“

Beim Ankauf der Immobilie wurden die Käufer rechtlich von Clifford Chance beraten, steuerlich von PwC, technisch sowie hinsichtlich ESG-Anforderungen und Zertifizierbarkeit von Drees & Sommer. BNP Paribas Real Estate vermittelte die Transaktion, auf der Käuferseite wurde HIH Invest von Colliers beraten.

Auch interessant:",False
HIH Invest,Infrastructure Investor,"The Pipeline: Offshore PPA gone with wind, India’s NIIF troubles, US seeks energy chief",Price rises take US offshore casualty; tensions brew at India's NIIF; and New York pensions gain additional firepower. Welcome to the The...,9 Jan 2023,https://www.infrastructureinvestor.com/the-pipeline-offshore-ppa-gone-with-wind-indias-niif-troubles-us-seeks-energy-chief/,"Nearly there!

A verification email is on its way to you. Please check your spam or junk folder just in case.

If you do not receive this within five minutes, please try to sign in again. If the problem persists, please email: subscriptions@pei.group",False
